1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,1,2
3,0,0,0,0,0,0,1,0,2
4,0,0,0,0,0,0,1,1,2
5,0,0,0,0,0,1,0,0,2
6,0,0,0,0,0,1,0,1,2
7,0,0,0,0,0,1,1,0,1
8,0,0,0,0,0,1,1,1,2
9,0,0,0,0,1,0,0,0,1
10,0,0,0,0,1,0,0,1,2
11,0,0,0,0,1,0,1,0,2
12,0,0,0,0,1,0,1,1,2
13,0,0,0,0,1,1,0,0,2
14,0,0,0,0,1,1,0,1,2
15,0,0,0,0,1,1,1,0,1
16,0,0,0,0,1,1,1,1,2
17,0,0,0,1,0,0,0,0,1
18,0,0,0,1,0,0,0,1,2
19,0,0,0,1,0,0,1,0,2
20,0,0,0,1,0,0,1,1,2
21,0,0,0,1,0,1,0,0,2
22,0,0,0,1,0,1,0,1,2
23,0,0,0,1,0,1,1,0,1
24,0,0,0,1,0,1,1,1,2
25,0,0,0,1,1,0,0,0,1
26,0,0,0,1,1,0,0,1,2
27,0,0,0,1,1,0,1,0,2
28,0,0,0,1,1,0,1,1,2
29,0,0,0,1,1,1,0,0,2
30,0,0,0,1,1,1,0,1,2
31,0,0,0,1,1,1,1,0,1
32,0,0,0,1,1,1,1,1,2
33,0,0,1,0,0,0,0,0,1
34,0,0,1,0,0,0,0,1,2
35,0,0,1,0,0,0,1,0,2
36,0,0,1,0,0,0,1,1,2
37,0,0,1,0,0,1,0,0,2
38,0,0,1,0,0,1,0,1,2
39,0,0,1,0,0,1,1,0,1
40,0,0,1,0,0,1,1,1,2
41,0,0,1,0,1,0,0,0,1
42,0,0,1,0,1,0,0,1,2
43,0,0,1,0,1,0,1,0,2
44,0,0,1,0,1,0,1,1,2
45,0,0,1,0,1,1,0,0,2
46,0,0,1,0,1,1,0,1,2
47,0,0,1,0,1,1,1,0,1
48,0,0,1,0,1,1,1,1,2
49,0,0,1,1,0,0,0,0,1
50,0,0,1,1,0,0,0,1,1
51,0,0,1,1,0,0,1,0,1
52,0,0,1,1,0,0,1,1,1
53,0,0,1,1,0,1,0,0,1
54,0,0,1,1,0,1,0,1,1
55,0,0,1,1,0,1,1,0,1
56,0,0,1,1,0,1,1,1,1
57,0,0,1,1,1,0,0,0,1
58,0,0,1,1,1,0,0,1,2
59,0,0,1,1,1,0,1,0,2
60,0,0,1,1,1,0,1,1,2
61,0,0,1,1,1,1,0,0,2
62,0,0,1,1,1,1,0,1,2
63,0,0,1,1,1,1,1,0,1
64,0,0,1,1,1,1,1,1,2
65,0,1,0,0,0,0,0,0,1
66,0,1,0,0,0,0,0,1,2
67,0,1,0,0,0,0,1,0,2
68,0,1,0,0,0,0,1,1,2
69,0,1,0,0,0,1,0,0,2
70,0,1,0,0,0,1,0,1,2
71,0,1,0,0,0,1,1,0,1
72,0,1,0,0,0,1,1,1,2
73,0,1,0,0,1,0,0,0,1
74,0,1,0,0,1,0,0,1,2
75,0,1,0,0,1,0,1,0,2
76,0,1,0,0,1,0,1,1,2
77,0,1,0,0,1,1,0,0,2
78,0,1,0,0,1,1,0,1,2
79,0,1,0,0,1,1,1,0,1
80,0,1,0,0,1,1,1,1,2
81,0,1,0,1,0,0,0,0,1
82,0,1,0,1,0,0,0,1,2
83,0,1,0,1,0,0,1,0,2
84,0,1,0,1,0,0,1,1,2
85,0,1,0,1,0,1,0,0,2
86,0,1,0,1,0,1,0,1,2
87,0,1,0,1,0,1,1,0,1
88,0,1,0,1,0,1,1,1,2
89,0,1,0,1,1,0,0,0,1
90,0,1,0,1,1,0,0,1,2
91,0,1,0,1,1,0,1,0,2
92,0,1,0,1,1,0,1,1,2
93,0,1,0,1,1,1,0,0,2
94,0,1,0,1,1,1,0,1,2
95,0,1,0,1,1,1,1,0,1
96,0,1,0,1,1,1,1,1,2
97,0,1,1,0,0,0,0,0,1
98,0,1,1,0,0,0,0,1,2
99,0,1,1,0,0,0,1,0,2
100,0,1,1,0,0,0,1,1,2
101,0,1,1,0,0,1,0,0,2
102,0,1,1,0,0,1,0,1,2
103,0,1,1,0,0,1,1,0,1
104,0,1,1,0,0,1,1,1,2
105,0,1,1,0,1,0,0,0,1
106,0,1,1,0,1,0,0,1,2
107,0,1,1,0,1,0,1,0,2
108,0,1,1,0,1,0,1,1,2
109,0,1,1,0,1,1,0,0,2
110,0,1,1,0,1,1,0,1,2
111,0,1,1,0,1,1,1,0,1
112,0,1,1,0,1,1,1,1,2
113,0,1,1,1,0,0,0,0,1
114,0,1,1,1,0,0,0,1,1
115,0,1,1,1,0,0,1,0,1
116,0,1,1,1,0,0,1,1,1
117,0,1,1,1,0,1,0,0,1
118,0,1,1,1,0,1,0,1,1
119,0,1,1,1,0,1,1,0,1
120,0,1,1,1,0,1,1,1,1
121,0,1,1,1,1,0,0,0,1
122,0,1,1,1,1,0,0,1,2
123,0,1,1,1,1,0,1,0,2
124,0,1,1,1,1,0,1,1,2
125,0,1,1,1,1,1,0,0,2
126,0,1,1,1,1,1,0,1,2
127,0,1,1,1,1,1,1,0,1
128,0,1,1,1,1,1,1,1,2
129,1,0,0,0,0,0,0,0,1
130,1,0,0,0,0,0,0,1,2
131,1,0,0,0,0,0,1,0,2
132,1,0,0,0,0,0,1,1,2
133,1,0,0,0,0,1,0,0,2
134,1,0,0,0,0,1,0,1,2
135,1,0,0,0,0,1,1,0,1
136,1,0,0,0,0,1,1,1,2
137,1,0,0,0,1,0,0,0,1
138,1,0,0,0,1,0,0,1,2
139,1,0,0,0,1,0,1,0,2
140,1,0,0,0,1,0,1,1,2
141,1,0,0,0,1,1,0,0,2
142,1,0,0,0,1,1,0,1,2
143,1,0,0,0,1,1,1,0,1
144,1,0,0,0,1,1,1,1,2
145,1,0,0,1,0,0,0,0,1
146,1,0,0,1,0,0,0,1,2
147,1,0,0,1,0,0,1,0,2
148,1,0,0,1,0,0,1,1,2
149,1,0,0,1,0,1,0,0,2
150,1,0,0,1,0,1,0,1,2
151,1,0,0,1,0,1,1,0,1
152,1,0,0,1,0,1,1,1,2
153,1,0,0,1,1,0,0,0,1
154,1,0,0,1,1,0,0,1,2
155,1,0,0,1,1,0,1,0,2
156,1,0,0,1,1,0,1,1,2
157,1,0,0,1,1,1,0,0,2
158,1,0,0,1,1,1,0,1,2
159,1,0,0,1,1,1,1,0,1
160,1,0,0,1,1,1,1,1,2
161,1,0,1,0,0,0,0,0,1
162,1,0,1,0,0,0,0,1,1
163,1,0,1,0,0,0,1,0,1
164,1,0,1,0,0,0,1,1,1
165,1,0,1,0,0,1,0,0,1
166,1,0,1,0,0,1,0,1,1
167,1,0,1,0,0,1,1,0,1
168,1,0,1,0,0,1,1,1,1
169,1,0,1,0,1,0,0,0,1
170,1,0,1,0,1,0,0,1,2
171,1,0,1,0,1,0,1,0,2
172,1,0,1,0,1,0,1,1,2
173,1,0,1,0,1,1,0,0,2
174,1,0,1,0,1,1,0,1,2
175,1,0,1,0,1,1,1,0,1
176,1,0,1,0,1,1,1,1,2
177,1,0,1,1,0,0,0,0,1
178,1,0,1,1,0,0,0,1,1
179,1,0,1,1,0,0,1,0,1
180,1,0,1,1,0,0,1,1,1
181,1,0,1,1,0,1,0,0,1
